sweep_type,perturb_param,perturb_factor,scenario_id,scenario_name,seed,N,M,K,L_reg_slack,n_total,Q_condition_number,Q_eigenvalue_min,Q_eigenvalue_max,Q_eigenvalue_count_negative,energy_greedy,objective_raw_greedy,penE_onehot_greedy,penE_reg_greedy,penE_afford_greedy,penE_total_greedy,viol_onehot_y_greedy,viol_onehot_z_greedy,viol_reg_shortfall_greedy,viol_afford_greedy,chosen_premium_band_greedy,chosen_deductible_band_greedy,selected_features_count_greedy,selected_reg_features_count_greedy,onehot_ok_greedy,reg_satisfied_greedy,affordability_satisfied_greedy,is_feasible_greedy,energy_sa_best,objective_raw_sa_best,penE_onehot_sa,penE_reg_sa,penE_afford_sa,penE_total_sa,viol_onehot_y_sa,viol_onehot_z_sa,viol_reg_shortfall_sa,viol_afford_sa,chosen_premium_band_sa,chosen_deductible_band_sa,selected_features_count_sa,selected_reg_features_count_sa,onehot_ok_sa,reg_satisfied_sa,affordability_satisfied_sa,is_feasible_sa,greedy_runtime_sec,sa_runtime_sec,sa_best_found_at_step,sa_convergence_fraction,total_classical_runtime_sec,gap_greedy_to_sa_energy,gap_greedy_to_sa_raw,R_size,Rmin,lambda_risk,affordability_enabled,use_tight_regulation,scale_factor,A_onehot,B_reg,D_afford,qterm_total_greedy_signed,qterm_total_sa_signed,qterm_total_gurobi_signed,gurobi_ran,energy_gurobi,objective_raw_gurobi,penE_onehot_gurobi,penE_reg_gurobi,penE_afford_gurobi,penE_total_gurobi,viol_onehot_y_gurobi,viol_onehot_z_gurobi,viol_reg_shortfall_gurobi,viol_afford_gurobi,chosen_premium_band_gurobi,chosen_deductible_band_gurobi,selected_features_count_gurobi,selected_reg_features_count_gurobi,onehot_ok_gurobi,reg_satisfied_gurobi,affordability_satisfied_gurobi,is_feasible_gurobi,gurobi_status_code,gurobi_status_name,gurobi_mip_gap,gurobi_runtime_sec,gap_sa_to_gurobi_energy,gap_sa_to_gurobi_raw,gurobi_mode,gurobi_time_limit_used
baseline,,1.0,2,S2_risk_adjusted,1001,20,4,5,2,31,279.00881328796027,-687801.3568493089,3221596.3286827635,9,-793267.4228152793,110480.32654710946,0.0,225936.9373405972,0.0,225936.9373405972,0.0,0.0,1.0,0.0,5,2,1,1,1,0,1,0,-793267.4228152793,110480.32654710946,0.0,225936.9373405972,0.0,225936.9373405972,0.0,0.0,1.0,0.0,5,3,1,1,1,0,1,0,0.0209738,20.5660482,98,0.00245,20.587022,0.0,0.0,3,2,0.1,0,0,10.0,112968.4686702986,225936.9373405972,0.0,-903747.7493623887,-903747.7493623887,-903747.7493623887,1,-793267.4228152793,110480.32654710946,0.0,225936.9373405972,0.0,225936.9373405972,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0053956,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1002,20,4,5,2,31,59.68615942461601,-496462.37139282457,2235512.5800463576,9,-529388.6860267709,122405.5628132383,0.0,162948.5622100023,0.0,162948.5622100023,0.0,0.0,1.0,0.0,5,2,1,1,1,0,1,0,-529388.6860267709,122405.5628132383,0.0,162948.5622100023,0.0,162948.5622100023,0.0,0.0,1.0,0.0,5,1,1,1,1,0,1,0,0.0239189,20.4678336,62,0.00155,20.4917525,0.0,0.0,3,2,0.1,0,0,10.0,81474.28110500115,162948.5622100023,0.0,-651794.2488400092,-651794.2488400092,-651794.2488400092,1,-529388.6860267709,122405.5628132383,0.0,162948.5622100023,0.0,162948.5622100023,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0071413,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1003,20,4,5,2,31,11304.777438668094,-3348054.1485771034,9602233.415747948,10,-1384600.0720025552,282845.649732747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,2,2,1,1,1,1,-1384800.0720025552,282645.649732747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,2,2,1,1,1,1,0.0193532999999999,20.6695452,129,0.003225,20.6888985,200.0,200.0,3,2,0.1,0,0,10.0,166744.57217353024,333489.1443470605,0.0,-1667445.7217353024,-1667445.7217353024,-1667445.7217353024,1,-1384800.0720025552,282645.649732747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.0054846,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1004,20,4,5,2,31,3237.0168276943004,-966064.874725668,3935193.755596173,10,-1064577.0924976766,60975.954582956896,0.0,281388.2617701584,0.0,281388.2617701584,0.0,0.0,1.0,0.0,4,1,1,1,1,0,1,0,-1064777.0924976766,60775.954582956896,0.0,281388.2617701584,0.0,281388.2617701584,0.0,0.0,1.0,0.0,5,4,1,1,1,0,1,0,0.0190673,19.8048431,133,0.003325,19.8239104,200.0,200.0,3,2,0.1,0,0,10.0,140694.13088507918,281388.2617701584,0.0,-1125553.0470806337,-1125553.0470806337,-1125553.0470806337,1,-1064777.0924976766,60775.954582956896,0.0,281388.2617701584,0.0,281388.2617701584,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0052437,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1005,20,4,5,2,31,136.24515122874206,-3014146.3042463963,7390420.73062562,9,-1223014.8477191278,71057.76903926034,0.0,323518.15418959706,0.0,323518.15418959706,0.0,0.0,1.0,0.0,4,2,1,1,1,0,1,0,-1223214.8477191278,70857.76903926034,0.0,323518.15418959706,0.0,323518.15418959706,0.0,0.0,1.0,0.0,5,2,1,1,1,0,1,0,0.0187074,20.809097,117,0.002925,20.8278044,200.0,200.0,3,2,0.1,0,0,10.0,161759.07709479853,323518.15418959706,0.0,-1294072.6167583882,-1294072.6167583882,-1294072.6167583882,1,-1223214.8477191278,70857.76903926034,0.0,323518.15418959706,0.0,323518.15418959706,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0052514999999999,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1006,20,4,5,2,31,7597.359452758552,-805877.5024449561,3280144.1954413163,9,-819481.618738811,130081.07186524472,0.0,237390.67265101397,0.0,237390.67265101397,0.0,0.0,1.0,0.0,4,2,1,1,1,0,1,0,-819681.618738811,129881.07186524472,0.0,237390.67265101397,0.0,237390.67265101397,0.0,0.0,1.0,0.0,5,4,1,1,1,0,1,0,0.0198372,20.6784286,73,0.001825,20.6982658,200.0,200.0,3,2,0.1,0,0,10.0,118695.33632550696,237390.67265101397,0.0,-949562.6906040558,-949562.6906040558,-949562.6906040558,1,-819681.618738811,129881.07186524472,0.0,237390.67265101397,0.0,237390.67265101397,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0052341999999999,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1007,20,4,5,2,31,63.50718581068779,-589154.3575024592,2825034.4219412035,10,-655360.4682468046,171786.7914698589,0.0,206786.81492916588,0.0,206786.81492916588,0.0,0.0,1.0,0.0,3,1,1,1,1,0,1,0,-655860.4682468046,171286.7914698589,0.0,206786.81492916588,0.0,206786.81492916588,0.0,0.0,1.0,0.0,5,2,1,1,1,0,1,0,0.0186208999999999,21.2780898,91,0.002275,21.2967107,500.0,500.0,3,2,0.1,0,0,10.0,103393.40746458294,206786.81492916588,0.0,-827147.2597166635,-827147.2597166635,-827147.2597166635,1,-655860.4682468046,171286.7914698589,0.0,206786.81492916588,0.0,206786.81492916588,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0087425999999999,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1008,20,4,5,2,31,2630.9367956497053,-659109.0095698466,3362356.455314194,10,-596514.5168532047,380847.3735393806,0.0,244340.47259814636,0.0,244340.47259814636,0.0,0.0,1.0,0.0,4,1,1,1,1,0,1,0,-596714.5168532047,380647.3735393806,0.0,244340.47259814636,0.0,244340.47259814636,0.0,0.0,1.0,0.0,5,1,1,1,1,0,1,0,0.0219292999999999,21.7260963,178,0.00445,21.7480256,200.0,200.0,3,2,0.1,0,0,10.0,122170.23629907316,244340.47259814636,0.0,-977361.8903925852,-977361.8903925852,-977361.8903925852,1,-596714.5168532047,380647.3735393806,0.0,244340.47259814636,0.0,244340.47259814636,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0064951,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1009,20,4,5,2,31,156.8628183468336,-840343.2691572611,3238688.414790936,9,-969929.244312418,217530.9215469678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,2,2,1,1,1,1,-969929.244312418,217530.9215469678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,2,2,1,1,1,1,0.0193995,20.2322668,70,0.00175,20.2516663,0.0,0.0,3,2,0.1,0,0,10.0,118746.01658593856,237492.03317187715,0.0,-1187460.165859386,-1187460.165859386,-1187460.165859386,1,-969929.244312418,217530.9215469678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.0066454,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1010,20,4,5,2,31,4623.348499032103,-1267883.360141125,5771649.265564496,11,-825662.8149622837,360643.9012710563,0.0,296576.679058335,0.0,296576.679058335,0.0,0.0,1.0,0.0,3,1,1,1,1,0,1,0,-826162.8149622837,360143.9012710563,0.0,296576.679058335,0.0,296576.679058335,0.0,0.0,1.0,0.0,5,4,1,1,1,0,1,0,0.0188401999999999,19.7709761,75,0.001875,19.7898163,500.0,500.0,3,2,0.1,0,0,10.0,148288.3395291675,296576.679058335,0.0,-1186306.71623334,-1186306.71623334,-1186306.71623334,1,-826162.8149622837,360143.9012710563,0.0,296576.679058335,0.0,296576.679058335,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0050047999999999,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1011,20,4,5,2,31,117.76625144401126,-1415210.432187667,6919107.923794854,12,-870572.2835262348,205683.68729381615,0.0,269063.9927050128,0.0,269063.9927050128,0.0,0.0,1.0,0.0,4,1,1,1,1,0,1,0,-870772.2835262348,205483.68729381615,0.0,269063.9927050128,0.0,269063.9927050128,0.0,0.0,1.0,0.0,5,1,1,1,1,0,1,0,0.0210186,20.1186847,68,0.0017,20.1397033,200.0,200.0,3,2,0.1,0,0,10.0,134531.9963525064,269063.9927050128,0.0,-1076255.9708200512,-1076255.9708200512,-1076255.9708200512,1,-870772.2835262348,205483.68729381615,0.0,269063.9927050128,0.0,269063.9927050128,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0067055,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1012,20,4,5,2,31,68.36907438963668,-818377.2853211433,3923142.9528088095,8,-957317.0926225892,172834.59284774907,0.0,282537.9213675845,0.0,282537.9213675845,0.0,0.0,1.0,0.0,5,2,1,1,1,0,1,0,-957317.0926225892,172834.59284774907,0.0,282537.9213675845,0.0,282537.9213675845,0.0,0.0,1.0,0.0,5,4,1,1,1,0,1,0,0.0247460999999999,20.0144998,84,0.0021,20.0392459,0.0,0.0,3,2,0.1,0,0,10.0,141268.96068379228,282537.9213675845,0.0,-1130151.6854703382,-1130151.6854703382,-1130151.6854703382,1,-957317.0926225892,172834.59284774907,0.0,282537.9213675845,0.0,282537.9213675845,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0049145999999999,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1013,20,4,5,2,31,191.2988121519917,-1917613.4804882417,6645613.136019661,10,-1085379.3141334355,119769.35385393874,0.0,301287.1669968436,0.0,301287.1669968436,0.0,0.0,1.0,0.0,5,1,1,1,1,0,1,0,-1085379.3141334355,119769.35385393874,0.0,301287.1669968436,0.0,301287.1669968436,0.0,0.0,1.0,0.0,5,4,1,1,1,0,1,0,0.0191279999999999,20.4634763,46,0.00115,20.4826043,0.0,0.0,3,2,0.1,0,0,10.0,150643.5834984218,301287.1669968436,0.0,-1205148.6679873744,-1205148.6679873744,-1205148.6679873744,1,-1085379.3141334355,119769.35385393874,0.0,301287.1669968436,0.0,301287.1669968436,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0050787999999999,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1014,20,4,5,2,31,7432.743995006649,-243775.3106810488,3475436.7388318144,7,-243249.08803653863,-1400.0,0.0,967396.3521461544,0.0,967396.3521461544,0.0,0.0,2.0,0.0,2,1,0,0,1,0,1,0,-243849.08803653863,-2000.0,0.0,967396.3521461544,0.0,967396.3521461544,0.0,0.0,2.0,0.0,5,3,0,0,1,0,1,0,0.018085,21.5355056,53,0.001325,21.5535906,600.0,600.0,3,2,0.1,0,0,10.0,120924.54401826931,241849.08803653863,0.0,-241849.08803653863,-241849.08803653863,-241849.08803653863,1,-243849.08803653863,-2000.0,0.0,967396.3521461544,0.0,967396.3521461544,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0050511999999999,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1015,20,4,5,2,31,62.30143328666419,-556449.4242834841,3816101.196869582,8,-678078.4372488685,419856.1601459055,0.0,274483.6493486935,0.0,274483.6493486935,0.0,0.0,1.0,0.0,5,1,1,1,1,0,1,0,-678078.4372488685,419856.1601459055,0.0,274483.6493486935,0.0,274483.6493486935,0.0,0.0,1.0,0.0,5,1,1,1,1,0,1,0,0.0213729,20.4310319,86,0.00215,20.4524048,0.0,0.0,3,2,0.1,0,0,10.0,137241.82467434675,274483.6493486935,0.0,-1097934.597394774,-1097934.597394774,-1097934.597394774,1,-678078.4372488685,419856.1601459055,0.0,274483.6493486935,0.0,274483.6493486935,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0051570999999999,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1016,20,4,5,2,31,45.67125748295608,-2693333.590747925,7106730.569220596,10,-1037893.1934531286,332586.93305025995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,2,2,1,1,1,1,-1038093.1934531286,332386.93305025995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,2,2,1,1,1,1,0.0171825999999999,20.7466954,100,0.0025,20.763878,200.0,200.0,3,2,0.1,0,0,10.0,137048.01265033885,274096.0253006777,0.0,-1370480.1265033884,-1370480.1265033884,-1370480.1265033884,1,-1038093.1934531286,332386.93305025995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.0052618999999999,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1017,20,4,5,2,31,82.73715571551776,-937585.6644587108,3841038.605608687,9,-779980.8245354611,112455.33508592405,0.0,223109.0399053463,0.0,223109.0399053463,0.0,0.0,1.0,0.0,5,1,1,1,1,0,1,0,-779980.8245354611,112455.33508592405,0.0,223109.0399053463,0.0,223109.0399053463,0.0,0.0,1.0,0.0,5,1,1,1,1,0,1,0,0.0205414999999999,21.4553699,68,0.0017,21.4759114,0.0,0.0,3,2,0.1,0,0,10.0,111554.51995267314,223109.0399053463,0.0,-892436.1596213852,-892436.1596213852,-892436.1596213852,1,-779980.8245354611,112455.33508592405,0.0,223109.0399053463,0.0,223109.0399053463,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0054395,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1018,20,4,5,2,31,3521.6386904307114,-3316260.7302203705,9545258.937638309,11,-871882.3095118167,525503.3882551241,0.0,349346.4244417352,0.0,349346.4244417352,0.0,0.0,1.0,0.0,2,2,1,1,1,0,1,0,-872482.3095118167,524903.3882551241,0.0,349346.4244417352,0.0,349346.4244417352,0.0,0.0,1.0,0.0,5,2,1,1,1,0,1,0,0.023724,20.5748107,484,0.0121,20.5985347,600.0,600.0,3,2,0.1,0,0,10.0,174673.2122208676,349346.4244417352,0.0,-1397385.6977669408,-1397385.6977669408,-1397385.6977669408,1,-872482.3095118167,524903.3882551241,0.0,349346.4244417352,0.0,349346.4244417352,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0069617,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1019,20,4,5,2,31,96.47711813441283,-901025.2505378806,3710476.236748463,10,-1014481.5687528156,61964.050775034775,0.0,269111.40488196263,0.0,269111.40488196263,0.0,0.0,1.0,0.0,4,2,1,1,1,0,1,0,-1014681.5687528156,61764.050775034775,0.0,269111.40488196263,0.0,269111.40488196263,0.0,0.0,1.0,0.0,5,2,1,1,1,0,1,0,0.0237161,21.0827801,165,0.004125,21.1064962,200.0,200.0,3,2,0.1,0,0,10.0,134555.70244098132,269111.40488196263,0.0,-1076445.6195278503,-1076445.6195278503,-1076445.6195278503,1,-1014681.5687528156,61764.050775034775,0.0,269111.40488196263,0.0,269111.40488196263,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0052298,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1000,30,4,5,2,41,188.3275024019672,-2719582.831181846,8781324.63209746,14,-2358412.9759372785,1630437.683390032,0.0,443205.6288141456,0.0,443205.6288141456,0.0,0.0,1.0,0.0,5,1,2,2,1,0,1,0,-2825813.988866644,1163036.6704606663,0.0,443205.6288141456,0.0,443205.6288141456,0.0,0.0,1.0,0.0,5,4,2,2,1,0,1,0,0.0304106999999999,21.0222358,97,0.002425,21.0526465,467401.0129293655,467401.01292936574,4,3,0.1,0,0,10.0,221602.8144070728,443205.6288141456,0.0,-3988850.65932731,-3988850.65932731,-3988850.65932731,1,-2825813.988866644,1163036.6704606663,0.0,443205.6288141456,0.0,443205.6288141456,0.0,0.0,1.0,0.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0073481,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1001,30,4,5,2,41,185.9678499624046,-2211325.928844252,6909318.179400403,12,-3243518.3420929285,268536.2411597996,0.0,390228.2870280809,0.0,390228.2870280809,0.0,0.0,1.0,0.0,4,1,2,2,1,0,1,0,-3243718.3420929285,268336.2411597996,0.0,390228.2870280809,0.0,390228.2870280809,0.0,0.0,1.0,0.0,5,4,2,2,1,0,1,0,0.0324375,20.9807592,135,0.003375,21.0131967,200.0,200.0,4,3,0.1,0,0,10.0,195114.14351404045,390228.2870280809,0.0,-3512054.583252728,-3512054.583252728,-3512054.583252728,1,-3243718.3420929285,268336.2411597996,0.0,390228.2870280809,0.0,390228.2870280809,0.0,0.0,1.0,0.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0067439999999999,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1002,30,4,5,2,41,284.0093768260139,-2425810.661665659,8864965.18506788,13,-2420647.953851804,474046.52428299503,0.0,321632.71979275544,0.0,321632.71979275544,0.0,0.0,1.0,0.0,3,1,2,2,1,0,1,0,-2421147.953851804,473546.52428299503,0.0,321632.71979275544,0.0,321632.71979275544,0.0,0.0,1.0,0.0,5,2,2,2,1,0,1,0,0.0278941999999999,20.6465432,219,0.005475,20.6744374,500.00000000046566,500.0,5,3,0.1,0,0,10.0,160816.35989637772,321632.71979275544,0.0,-2894694.478134799,-2894694.478134799,-2894694.478134799,1,-2421147.953851804,473546.52428299503,0.0,321632.71979275544,0.0,321632.71979275544,0.0,0.0,1.0,0.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0086945999999999,-4.656612873077393e-10,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1003,30,4,5,2,41,12917.893298493143,-4761684.809373006,10971810.380472858,13,-3751077.9723865264,282645.649732747,0.0,448191.51356880815,0.0,448191.51356880815,0.0,0.0,1.0,0.0,5,1,2,2,1,0,1,0,-3751077.972386527,282645.649732747,0.0,448191.51356880815,0.0,448191.51356880815,0.0,0.0,1.0,0.0,5,4,2,2,1,0,1,0,0.026427,20.5805596,120,0.003,20.606986600000003,4.656612873077393e-10,0.0,5,3,0.1,0,0,10.0,224095.75678440408,448191.51356880815,0.0,-4033723.6221192735,-4033723.6221192735,-4033723.6221192735,1,-3751077.9723865264,282645.649732747,0.0,448191.51356880815,0.0,448191.51356880815,0.0,0.0,1.0,0.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0065677,-4.656612873077393e-10,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1004,30,4,5,2,41,8975.405603722533,-5706870.995921441,10911331.488893785,14,-3645399.477182461,529200.3220457262,0.0,463844.4221364653,0.0,463844.4221364653,0.0,0.0,1.0,0.0,5,2,2,2,1,0,1,0,-3645399.477182461,529200.3220457262,0.0,463844.4221364653,0.0,463844.4221364653,0.0,0.0,1.0,0.0,5,1,2,2,1,0,1,0,0.0386544999999999,20.9150861,75,0.001875,20.9537406,0.0,0.0,5,3,0.1,0,0,10.0,231922.21106823263,463844.4221364653,0.0,-4174599.799228188,-4174599.799228188,-4174599.799228188,1,-3645399.477182461,529200.3220457262,0.0,463844.4221364653,0.0,463844.4221364653,0.0,0.0,1.0,0.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0065956999999999,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1005,30,4,5,2,41,19114.918471733712,-3683693.229245309,8245801.828277172,13,-3792704.101200813,777355.202361397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,3,3,1,1,1,1,-3792904.101200813,777155.202361397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,3,3,1,1,1,1,0.0296372,21.0711154,275,0.006875,21.1007526,200.0000000004657,200.0,5,3,0.1,0,0,10.0,228502.9651781105,457005.9303562209,0.0,-4570059.303562209,-4570059.303562209,-4570059.303562209,1,-3792904.101200813,777155.202361397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.0105721999999999,-4.656612873077393e-10,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1006,30,4,5,2,41,22710.196497481997,-3563343.8339660643,9805077.76253,13,-3201180.7134278547,398535.6148074201,0.0,399968.4809150306,0.0,399968.4809150306,0.0,0.0,1.0,0.0,4,1,2,2,1,0,1,0,-3201380.7134278547,398335.6148074201,0.0,399968.4809150306,0.0,399968.4809150306,0.0,0.0,1.0,0.0,5,3,2,2,1,0,1,0,0.0342118,20.7492441,144,0.0036,20.783455900000003,200.0,200.0,4,3,0.1,0,0,10.0,199984.2404575153,399968.4809150306,0.0,-3599716.328235275,-3599716.328235275,-3599716.328235275,1,-3201380.7134278547,398335.6148074201,0.0,399968.4809150306,0.0,399968.4809150306,0.0,0.0,1.0,0.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0071443999999999,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1007,30,4,5,2,41,117.91389038204672,-1731486.0987165913,5482386.383644324,12,-2524242.3416293277,563601.8920232233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,3,3,1,1,1,1,-2524442.341629328,563401.8920232233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,3,3,1,1,1,1,0.0344799,20.7546016,127,0.003175,20.7890815,200.0000000004657,200.0,5,3,0.1,0,0,10.0,154392.21168262756,308784.4233652551,0.0,-3087844.2336525507,-3087844.2336525507,-3087844.2336525507,1,-2524442.3416293277,563401.8920232233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,OPTIMAL,0.0,0.0111747999999999,-4.656612873077393e-10,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1008,30,4,5,2,41,5239.569047413937,-2101873.934838706,6696207.540513918,13,-2928613.777547851,457511.928591704,0.0,376236.1895710616,0.0,376236.1895710616,0.0,0.0,1.0,0.0,4,4,2,2,1,0,1,0,-2928813.777547851,457311.928591704,0.0,376236.1895710616,0.0,376236.1895710616,0.0,0.0,1.0,0.0,5,3,2,2,1,0,1,0,0.0364916,20.8538026,177,0.004425,20.8902942,200.0,200.0,5,3,0.1,0,0,10.0,188118.0947855308,376236.1895710616,0.0,-3386125.7061395547,-3386125.7061395547,-3386125.7061395547,1,-2928813.777547851,457311.928591704,0.0,376236.1895710616,0.0,376236.1895710616,0.0,0.0,1.0,0.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0110306999999999,0.0,0.0,baseline,3600.0
baseline,,1.0,2,S2_risk_adjusted,1009,30,4,5,2,41,156.25613611569395,-1904131.780021092,5850114.191018199,12,-2799483.527917009,217530.9215469678,0.0,335223.8277182196,0.0,335223.8277182196,0.0,0.0,1.0,0.0,5,1,2,2,1,0,1,0,-2799483.527917009,217530.9215469678,0.0,335223.8277182196,0.0,335223.8277182196,0.0,0.0,1.0,0.0,5,3,2,2,1,0,1,0,0.0326328,20.9019254,137,0.003425,20.9345582,0.0,0.0,4,3,0.1,0,0,10.0,167611.9138591098,335223.8277182196,0.0,-3017014.4494639765,-3017014.4494639765,-3017014.4494639765,1,-2799483.527917009,217530.9215469678,0.0,335223.8277182196,0.0,335223.8277182196,0.0,0.0,1.0,0.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,OPTIMAL,0.0,0.0076416,0.0,0.0,baseline,3600.0
